ID,Count
18408,375.5326817823577
18409,302.41088585091984
18410,260.6921828764329
18411,215.97509426979548
18412,187.8080151728207
18413,172.95189143745372
18414,184.72755186643678
18415,215.783279069807
18416,239.45237219321854
18417,314.7623264203792
18418,459.46868301157974
18419,504.07138730197306
18420,494.35962463687514
18421,428.8044810356804
18422,446.52248545522536
18423,444.5034638105654
18424,432.8809778197849
18425,430.13358285336966
18426,443.2565909041135
18427,476.03345575148336
18428,452.2046908128499
18429,424.98741071671
18430,421.7651112267433
18431,414.7916436573061
19152,392.36344176948137
19153,319.2410213292693
19154,277.52173794208596
19155,232.80410980928482
19156,204.63652977626015
19157,189.77993996873943
19158,201.5551675918151
19159,232.610492633229
19160,256.27921238803435
19161,331.58881961733783
19162,476.2948531236138
19163,520.897257825429
19164,511.1852167846567
19165,445.629815015965
19166,463.3475788909188
19167,461.32833369631913
19168,449.7056399442261
19169,446.9580528178426
19170,460.0808818112583
19171,492.8575800018383
19172,469.0286607721242
19173,441.81123796851216
19174,438.5888045678009
19175,431.6152133756597
19872,402.0224880054873
19873,328.9000675652752
19874,287.18078417809187
19875,242.46315604529073
19876,214.29557601226605
19877,199.43898620474533
19878,211.214213827821
19879,242.2695388692349
19880,265.93825862404026
19881,341.24786585334374
19882,485.95389935961964
19883,530.556304061435
19884,520.8442630206625
19885,455.28886125197084
19886,473.00662512692463
19887,470.987379932325
19888,459.36468618023196
19889,456.61709905384845
19890,469.73992804726413
19891,502.51662623784415
19892,478.6877070081301
19893,451.47028420451807
19894,448.2478508038068
19895,441.2742596116656
18432,376.0826306278653
18433,302.96031722946043
18434,261.24113330445493
18435,216.52359759539524
18436,188.35610341851054
18437,173.4995934113088
18438,185.27489516737802
18439,216.330289088519
18440,239.99907282715535
18441,315.30873950924706
18442,460.01482828591634
18443,504.6172843125368
18444,494.9052909595004
18445,429.349933476005
18446,447.0677385286028
18447,445.0485315953965
18448,433.4258733952282
18449,430.6783192598732
18450,443.8011789299481
18451,476.5779056362938
18452,452.7490128752318
18453,425.5316146338607
18454,422.3092041158519
18455,415.3356341472347
19176,392.9060851295576
19177,319.7836646893455
19178,278.0643813021622
19179,233.34675316936105
19180,205.17917313633637
19181,190.32258332881565
19182,202.09781095189132
19183,233.15313599330523
19184,256.8218557481106
19185,332.13146297741406
19186,476.83749648369
19187,521.4399011855053
19188,511.7278601447329
19189,446.1724583760412
19190,463.890222250995
19191,461.87097705639536
19192,450.24828330430233
19193,447.5006961779188
19194,460.6235251713345
19195,493.4002233619145
19196,469.57130413220045
19197,442.3538813285884
19198,439.1314479278771
19199,432.15785673573595
19896,402.5651313655635
19897,329.44271092535143
19898,287.7234275381681
19899,243.00579940536696
19900,214.83821937234228
19901,199.98162956482156
19902,211.75685718789723
19903,242.81218222931113
19904,266.4809019841165
19905,341.79050921341997
19906,486.49654271969587
19907,531.0989474215112
19908,521.3869063807388
19909,455.83150461204707
19910,473.54926848700086
19911,471.5300232924012
19912,459.9073295403082
19913,457.1597424139247
19914,470.28257140734036
19915,503.0592695979204
19916,479.2303503682063
19917,452.0129275645943
19918,448.790494163883
19919,441.81690297174185
18456,376.6265256368833
18457,303.50412353309144
18458,261.7848571829243
18459,217.0672448800265
18460,188.89967955404776
18461,174.04310341246722
18462,185.81834373227343
18463,216.87368057048627
18464,240.54241128525018
18465,315.85202869782245
18466,460.55807166701476
18467,505.1604851596721
18468,495.44845228665304
18469,429.89305810570715
18470,447.6108290320237
18471,445.59159038907285
18472,433.9689027243401
18473,431.22132125191007
18474,444.3441554996275
18475,477.12085857269335
18476,453.2919438781671
18477,426.0745252868572
18478,422.85209580273136
18479,415.8785082478151
19200,393.4487284896338
19201,320.32630804942175
19202,278.6070246622384
19203,233.88939652943728
19204,205.7218164964126
19205,190.86522668889188
19206,202.64045431196755
19207,233.69577935338145
19208,257.3644991081868
19209,332.6741063374903
19210,477.38013984376624
19211,521.9825445455815
19212,512.2705035048091
19213,446.71510173611745
19214,464.43286561107124
19215,462.4136204164716
19216,450.79092666437856
19217,448.04333953799505
19218,461.16616853141073
19219,493.94286672199075
19220,470.1139474922767
19221,442.8965246886646
19222,439.67409128795333
19223,432.7005000958122
19920,409.7280292919206
19921,336.60560885170855
19922,294.8863254645252
19923,250.16869733172408
19924,222.0011172986994
19925,207.14452749117868
19926,218.91975511425434
19927,249.97508015566825
19928,273.6437999104736
19929,348.9534071397771
19930,493.65944064605304
19931,538.2618453478683
19932,528.5498043070959
19933,462.99440253840424
19934,480.71216641335803
19935,478.6929212187584
19936,467.07022746666536
19937,464.32264034028185
19938,477.44546933369753
19939,510.22216752427755
19940,486.3932482945635
19941,459.1758254909514
19942,455.95339209024013
19943,448.979800898099
18480,377.1693833818901
18481,304.04696608223423
18482,262.32768561300594
18483,217.61006019134632
18484,189.44248267724845
18485,174.58589521016572
18486,186.3611250077539
18487,217.41645206954342
18488,241.08517370148078
18489,316.39478267486527
18490,461.10081780166234
18491,505.7032240090676
18492,495.99118436716356
18493,430.435783898133
18494,448.1535489806902
18495,446.1343049080985
18496,434.5116121984857
18497,431.7640260405973
18498,444.8868559339088
18499,477.6635549606252
18500,453.8346365077218
18501,426.61721442579034
18502,423.3947816957373
18503,416.42119112663386
19224,393.99137184971005
19225,320.868951409498
19226,279.14966802231464
19227,234.4320398895135
19228,206.26445985648883
19229,191.4078700489681
19230,203.18309767204377
19231,234.23842271345768
19232,257.90714246826303
19233,333.2167496975665
19234,477.92278320384247
19235,522.5251879056577
19236,512.8131468648853
19237,447.2577450961937
19238,464.97550897114746
19239,462.9562637765478
19240,451.3335700244548
19241,448.5859828980713
19242,461.70881189148696
19243,494.485510082067
19244,470.6565908523529
19245,443.43916804874084
19246,440.21673464802956
19247,433.2431434558884
19944,410.27067265199685
19945,337.1482522117848
19946,295.42896882460144
19947,250.7113406918003
19948,222.54376065877562
19949,207.6871708512549
19950,219.46239847433057
19951,250.51772351574448
19952,274.18644327054983
19953,349.4960504998533
19954,494.20208400612927
19955,538.8044887079445
19956,529.0924476671721
19957,463.53704589848047
19958,481.25480977343426
19959,479.2355645788346
19960,467.6128708267416
19961,464.8652837003581
19962,477.98811269377376
19963,510.7648108843538
19964,486.9358916546397
19965,459.71846885102764
19966,456.49603545031636
19967,449.5224442581752
18504,377.71206345944165
18505,304.58964355710265
18506,262.87036066966596
18507,218.1527330011881
18508,189.98515339957143
18509,175.1285639928814
18510,186.9037919883737
18511,217.95911737580565
18512,241.62783745210018
18513,316.93744498010443
18514,461.643478763911
18515,506.24588372358124
18516,496.53384292238593
18517,430.9784413762865
18518,448.69620545805736
18519,446.6769604556148
18520,435.0542668820581
18521,432.30667992155117
18522,445.4295090690877
18523,478.2062074028651
18524,454.37728830619517
18525,427.15986562619344
18526,423.9374323403365
18527,416.9638412549045
19248,387.9137606435054
19249,314.7913402032933
19250,273.07205681611
19251,228.35442868330884
19252,200.18684865028416
19253,185.33025884276344
19254,197.1054864658391
19255,228.16081150725302
19256,251.82953126205837
19257,327.13913849136185
19258,471.84517199763775
19259,516.4475766994531
19260,506.73553565868065
19261,441.18013388998895
19262,458.89789776494274
19263,456.8786525703431
19264,445.25595881825006
19265,442.50837169186656
19266,455.63120068528224
19267,488.40789887586226
19268,464.5789796461482
19269,437.3615568425362
19270,434.1391234418249
19271,427.16553224968374
19968,410.8133160120731
19969,337.690895571861
19970,295.97161218467767
19971,251.25398405187653
19972,223.08640401885185
19973,208.22981421133113
19974,220.0050418344068
19975,251.0603668758207
19976,274.72908663062606
19977,350.03869385992954
19978,494.7447273662055
19979,539.3471320680208
19980,529.6350910272483
19981,464.0796892585567
19982,481.7974531335105
19983,479.77820793891084
19984,468.1555141868178
19985,465.4079270604343
19986,478.53075605385
19987,511.30745424443
19988,487.47853501471593
19989,460.26111221110386
19990,457.0386788103926
19991,450.0650876182514
18528,378.2547131079492
18529,305.1322927598559
18530,263.41300945826146
18531,218.6953814049823
18532,190.52780144584258
18533,175.67121170696961
18534,187.44643939382695
18535,218.5017644945013
18536,242.17048430436637
18537,317.48009158482665
18538,462.1861251386333
18539,506.78852988460983
18540,497.07648888486847
18541,431.52108715429915
18542,449.2388510646732
18543,447.219605902983
18544,435.5969121814667
18545,432.84932508349226
18546,445.97215410330335
18547,478.7488523184077
18548,454.91993311147957
18549,427.70251032903815
18550,424.480076947997
18551,417.50648577413165
19272,388.4564040035816
19273,315.33398356336954
19274,273.6147001761862
19275,228.89707204338507
19276,200.7294920103604
19277,185.87290220283967
19278,197.64812982591533
19279,228.70345486732924
19280,252.3721746221346
19281,327.6817818514381
19282,472.387815357714
19283,516.9902200595293
19284,507.2781790187569
19285,441.7227772500652
19286,459.44054112501897
19287,457.4212959304193
19288,445.7986021783263
19289,443.0510150519428
19290,456.17384404535846
19291,488.9505422359385
19292,465.1216230062244
19293,437.9042002026124
19294,434.6817668019011
19295,427.70817560975996
19992,411.3559593721493
19993,338.23353893193723
19994,296.5142555447539
19995,251.79662741195276
19996,223.62904737892808
19997,208.77245757140736
19998,220.54768519448302
19999,251.60301023589693
20000,275.2717299907023
20001,350.58133722000576
20002,495.2873707262817
20003,539.889775428097
20004,530.1777343873246
20005,464.6223326186329
20006,482.3400964935867
20007,480.32085129898707
20008,468.69815754689404
20009,465.95057042051053
20010,479.0733994139262
20011,511.85009760450623
20012,488.02117837479216
20013,460.8037555711801
20014,457.5813221704688
20015,450.60773097832765
18552,372.17710297872884
18553,299.05468255429344
18554,257.3353991817684
18555,212.61777106258654
18556,184.4501910422157
18557,169.59360124645187
18558,181.36882888045102
18559,212.42415393201412
18560,236.09287369624923
18561,311.40248093431404
18562,456.10851444873015
18563,500.7109191581087
18564,490.99887812436344
18565,425.4434763622008
18566,443.16124024322073
18567,441.1419950542572
18568,429.51930130740095
18569,426.77171418588296
18570,439.8945431838192
18571,472.67124137859935
18572,448.8423221527877
18573,421.6248993528015
18574,418.40246595545904
18575,411.4288747664478
19296,395.61930192993873
19297,322.49688148972666
19298,280.7775981025433
19299,236.05996996974218
19300,207.8923899367175
19301,193.0358001291968
19302,204.81102775227245
19303,235.86635279368636
19304,259.5350725484917
19305,334.8446797777952
19306,479.55071328407115
19307,524.1531179858864
19308,514.441076945114
19309,448.88567517642235
19310,466.60343905137614
19311,464.5841938567765
19312,452.96150010468347
19313,450.21391297829996
19314,463.33674197171564
19315,496.11344016229566
19316,472.2845209325816
19317,445.0670981289695
19318,441.84466472825824
19319,434.8710735361171
20016,411.8986027322255
20017,338.77618229201346
20018,297.0568989048301
20019,252.33927077202898
20020,224.1716907390043
20021,209.31510093148358
20022,221.09032855455925
20023,252.14565359597316
20024,275.8143733507785
20025,351.123980580082
20026,495.83001408635795
20027,540.4324187881732
20028,530.7203777474008
20029,465.16497597870915
20030,482.88273985366294
20031,480.8634946590633
20032,469.24080090697026
20033,466.49321378058676
20034,479.61604277400244
20035,512.3927409645823
20036,488.5638217348683
20037,461.34639893125626
20038,458.123965530545
20039,451.1503743384038
18576,372.7197465232538
18577,299.5973260857437
18578,257.8780427010708
18579,213.16041457060214
18580,184.9928345397446
18581,170.13624473423738
18582,181.9114723591839
18583,212.96679740233594
18584,236.6355171587563
18585,311.94512438956025
18586,456.6511578972303
18587,501.25356260034084
18588,491.5415215607719
18589,425.9861197931985
18590,443.7038836691911
18591,441.6846384755567
18592,430.06194472436056
18593,427.3143575988104
18594,440.43718659300026
18595,473.2138847842996
18596,449.38496555525387
18597,422.1675427522629
18598,418.9451093521285
18599,411.9715181605234
19320,396.16194529001496
19321,323.0395248498029
19322,281.32024146261955
